id,No,No2,登録番号,社名,代表者名1,本店支店,住所,URL,免許証番号,法人個人の別,免許の有効期間,最初の免許年月日,称号・名称,代表者名2,電話番号,加入している協会,資本金,業種1,業種2,業種3,業種4,事務所名称,事務所の区分,設置年月日,所在地,TEL
150802,840,鹿児島県,(04)第005397号,あんしんエステート鹿児島,安田　正人,本店,鹿児島県鹿児島市与次郎２－３－３８－１３０３号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005397,鹿児島県知事免許　(03)第005397号,個人,H28年06月24日からR03年06月23日まで,H18年06月23日,あんしんエステート鹿児島,安田　正人,099-255-2123,（公社）全国宅地建物取引業保証協会,0千円,不動産賃貸業,不動産管理業,,,本店,主,6/23/2006,"〒890-0062
鹿児島県鹿児島市与次郎２－３－３８－１３０３号",099-255-2123
150803,841,鹿児島県,(04)第005400号,株式会社ナガトモ,長友　弘幸,本店,鹿児島県霧島市国分中央１－１６－１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005400,鹿児島県知事免許　(03)第005400号,法人,H28年07月13日からR03年07月12日まで,H18年07月12日,株式会社ナガトモ,長友　弘幸,0995-46-5960,（公社）全国宅地建物取引業保証協会,"10,000千円",卸売･小売業、飲食店,その他,,,本店,主,7/12/2006,"〒899-4332
鹿児島県霧島市国分中央１－１６－１",0995-46-5960
150804,842,鹿児島県,(04)第005401号,池元不動産,池元　誠,池元不動産,鹿児島県指宿市十町２２１２－１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005401,鹿児島県知事免許　(03)第005401号,個人,H28年07月22日からR03年07月21日まで,H18年07月21日,池元不動産,池元　誠,0993-24-3801,（公社）全国宅地建物取引業保証協会,0千円,卸売･小売業、飲食店,,,,池元不動産,主,7/21/2006,"〒891-0402
鹿児島県指宿市十町２２１２－１",0993-24-3801
150805,843,鹿児島県,(04)第005403号,有限会社東久開発,久保薗　誠,本店,鹿児島県鹿屋市寿８－５－４６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005403,鹿児島県知事免許　(03)第005403号,法人,H28年08月02日からR03年08月01日まで,H18年08月01日,有限会社東久開発,久保薗　誠,0994-44-9525,（公社）全国宅地建物取引業保証協会,"3,000千円",その他,卸売･小売業、飲食店,不動産管理業,,本店,主,8/1/2006,"〒893-0014
鹿児島県鹿屋市寿８－５－４６",0994-44-9525
150806,844,鹿児島県,(04)第005404号,ナンエイ商事株式会社,奥山　大志,本店,鹿児島県奄美市名瀬小浜町１８－１５,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005404,鹿児島県知事免許　(03)第005404号,法人,H28年08月15日からR03年08月14日まで,H18年08月14日,株式会社ナンエイ,奥山　大志,0997-53-3532,（公社）全国宅地建物取引業保証協会,"1,000千円",建設業,,,,本店,主,8/14/2006,"〒894-0006
鹿児島県奄美市名瀬小浜町１８－１５",0997-53-3532
150807,845,鹿児島県,(04)第005406号,アロハジャパン株式会社,原田　智和,本店,鹿児島県鹿児島市荒田１－１７－７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005406,鹿児島県知事免許　(03)第005406号,法人,H28年08月15日からR03年08月14日まで,H18年08月14日,アロハジャパン株式会社,原田　智和,099-259-5655,（公社）全国宅地建物取引業保証協会,"1,000千円",その他,,,,本店,主,8/14/2006,"〒890-0054
鹿児島県鹿児島市荒田１－１７－７",099-259-5655
150808,846,鹿児島県,(04)第005407号,大地ホーム,岩川　実行,本店,鹿児島県熊毛郡屋久島町小島１５４－５,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005407,鹿児島県知事免許　(03)第005407号,個人,H28年08月22日からR03年08月21日まで,H18年08月21日,大地ホーム,岩川　実行,0997-47-3071,（公社）全国宅地建物取引業保証協会,0千円,建設業,,,,本店,主,8/21/2006,"〒891-4405
鹿児島県熊毛郡屋久島町小島１５４－５",0997-47-3071
150809,847,鹿児島県,(04)第005408号,有田不動産,有田　ムツミ,有田不動産,鹿児島県鹿児島市喜入町７１２７－５,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005408,鹿児島県知事免許　(03)第005408号,個人,H28年08月22日からR03年08月21日まで,H18年08月21日,有田不動産,有田　ムツミ,099-345-1089,（公社）全国宅地建物取引業保証協会,0千円,その他,,,,有田不動産,主,8/21/2006,"〒891-0203
鹿児島県鹿児島市喜入町７１２７－５",099-345-1089
150810,848,鹿児島県,(04)第005410号,株式会社米澤,米澤　千代香,本店,鹿児島県鹿児島市高麗町１３－１１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005410,鹿児島県知事免許　(03)第005410号,法人,H28年09月01日からR03年08月31日まで,H18年08月31日,株式会社米澤,米澤　千代香,099-296-7116,（公社）全国宅地建物取引業保証協会,"5,000千円",卸売･小売業、飲食店,不動産賃貸業,不動産管理業,,本店,主,8/31/2006,"〒890-0051
鹿児島県鹿児島市高麗町１３－１１",099-296-7116
150811,849,鹿児島県,(04)第005411号,春山不動産,山迫　広美,春山不動産,鹿児島県鹿児島市春山町１９１０－７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005411,鹿児島県知事免許　(03)第005411号,個人,H28年09月06日からR03年09月05日まで,H18年09月05日,春山不動産,山迫　広美,099-278-2699,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,春山不動産,主,9/5/2006,"〒899-2704
鹿児島県鹿児島市春山町１９１０－７",099-278-2699
150812,850,鹿児島県,(04)第005412号,株式会社日匠情報センター,池田　美沙,本店,鹿児島県霧島市国分清水１－１４－３１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005412,鹿児島県知事免許　(03)第005412号,法人,H28年09月06日からR03年09月05日まで,H18年09月05日,株式会社日匠情報センター,今戸　己津子,0995-47-0067,（公社）全国宅地建物取引業保証協会,"3,000千円",金融･保険業,不動産賃貸業,不動産管理業,,本店,主,9/5/2006,"〒899-4304
鹿児島県霧島市国分清水１－１４－３１",0995-47-0067
150813,851,鹿児島県,(04)第005415号,株式会社霧島地所,鎌田　安典,株式会社霧島地所,鹿児島県霧島市国分敷根１５１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005415,鹿児島県知事免許　(03)第005415号,法人,H28年09月06日からR03年09月05日まで,H18年09月05日,株式会社霧島地所,鎌田　安典,0995-47-1266,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,,,,株式会社霧島地所,主,9/5/2006,"〒899-4462
鹿児島県霧島市国分敷根１５１",0995-47-1266
150814,851,鹿児島県,(04)第005415号,株式会社霧島地所,鎌田　安典,株式会社霧島地所,鹿児島県霧島市国分敷根１５１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005415,鹿児島県知事免許　(03)第005415号,法人,H28年09月06日からR03年09月05日まで,H18年09月05日,株式会社霧島地所,鎌田　安典,0995-47-1266,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,,,,株式会社霧島地所,主,9/5/2006,"〒899-4462
鹿児島県霧島市国分敷根１５１",0995-47-1266
150815,852,鹿児島県,(04)第005416号,山下プランニング株式会社,山下　高司,本店,鹿児島県鹿屋市寿３－４－２２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005416,鹿児島県知事免許　(03)第005416号,法人,H28年09月15日からR03年09月14日まで,H18年09月14日,山下プランニング株式会社,山下　高司,0994-44-0412,（公社）全国宅地建物取引業保証協会,"10,000千円",サービス業,不動産管理業,,,本店,主,9/14/2006,"〒893-0014
鹿児島県鹿屋市寿３－４－２２",0994-44-0412
150816,853,鹿児島県,(04)第005417号,今里企画,今里　勉,今里企画,鹿児島県鹿児島市星ヶ峯６－５９－２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005417,鹿児島県知事免許　(03)第005417号,個人,H28年09月15日からR03年09月14日まで,H18年09月14日,今里企画,今里　勉,099-800-6601,（公社）全国宅地建物取引業保証協会,0千円,不動産賃貸業,,,,今里企画,主,9/14/2006,"〒891-0102
鹿児島県鹿児島市星ヶ峯６－５９－２",099-800-6601
150817,854,鹿児島県,(04)第005418号,奄美エステート有限会社,久保田　岩洋,本店,鹿児島県奄美市名瀬伊津部町３１－１２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005418,鹿児島県知事免許　(03)第005418号,法人,H28年09月16日からR03年09月15日まで,H18年09月15日,奄美エステート有限会社,久保田　岩洋,0997-52-2134,（公社）全国宅地建物取引業保証協会,"5,000千円",兼業なし,,,,本店,主,9/15/2006,"〒894-0021
鹿児島県奄美市名瀬伊津部町３１－１２",0997-52-2134
150818,855,鹿児島県,(04)第005419号,株式会社はまだ,濵田　明美,本店,鹿児島県鹿児島市紫原１－２７－１４,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005419,鹿児島県知事免許　(03)第005419号,法人,H28年09月16日からR03年09月15日まで,H18年09月15日,株式会社はまだ,濵田　明美,099-206-2456,（公社）全国宅地建物取引業保証協会,"3,000千円",金融･保険業,不動産管理業,,,本店,主,9/15/2006,"〒890-0082
鹿児島県鹿児島市紫原１－２７－１４",099-206-2456
150819,856,鹿児島県,(04)第005422号,株式会社ハウスサポート,村　絹代,本社,鹿児島県薩摩川内市平佐町３２８２－３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005422,鹿児島県知事免許　(03)第005422号,法人,H28年09月22日からR03年09月21日まで,H18年09月21日,株式会社ハウスサポート,村　絹代,0996-20-2001,（公社）全国宅地建物取引業保証協会,"5,000千円",建設業,不動産管理業,,,本社,主,9/21/2006,"〒895-0012
鹿児島県薩摩川内市平佐町３２８２－３",0996-20-2001
150820,857,鹿児島県,(04)第005424号,盛栄不動産,永野　盛榮,本店,鹿児島県鹿屋市寿４－５－２７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005424,鹿児島県知事免許　(03)第005424号,個人,H28年10月04日からR03年10月03日まで,H18年10月03日,盛栄不動産,永野　盛榮,0994-45-5707,（公社）不動産保証協会,0千円,建設業,,,,本店,主,10/3/2006,"〒893-0014
鹿児島県鹿屋市寿４－５－２７",0994-45-5707
150821,858,鹿児島県,(04)第005428号,なのはな不動産,川邊　重喜,本店,鹿児島県指宿市十町１７３７－９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005428,鹿児島県知事免許　(03)第005428号,個人,H28年10月12日からR03年10月11日まで,H18年10月11日,なのはな不動産,川邊　重喜,0993-23-0051,（公社）全国宅地建物取引業保証協会,0千円,金融･保険業,,,,本店,主,10/11/2006,"〒891-0402
鹿児島県指宿市十町１７３７－９",0993-23-0051
150822,859,鹿児島県,(04)第005429号,有限会社協進建設,上久保　芳雄,本店,鹿児島県指宿市十二町３３５２－１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005429,鹿児島県知事免許　(03)第005429号,法人,H28年10月20日からR03年10月19日まで,H18年10月19日,有限会社協進建設,上久保　芳雄,0993-22-1180,（公社）全国宅地建物取引業保証協会,"20,000千円",建設業,,,,本店,主,10/19/2006,"〒891-0403
鹿児島県指宿市十二町３３５２－１",0993-22-1180
150823,860,鹿児島県,(04)第005430号,株式会社ハマモト,濵元　一伸,本店,鹿児島県鹿児島市谷山中央１－４０１７－１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005430,鹿児島県知事免許　(03)第005430号,法人,H28年11月01日からR03年10月31日まで,H18年10月31日,株式会社ハマモト,濵元　一伸,099-263-5523,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,不動産管理業,卸売･小売業、飲食店,,本店,主,10/31/2006,"〒891-0141
鹿児島県鹿児島市谷山中央１－４０１７－１",099-263-5523
150824,861,鹿児島県,(04)第005432号,有限会社宝島,陸　金環,本店,鹿児島県鹿児島市西千石町８－１５福島ハイツ５０３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005432,鹿児島県知事免許　(03)第005432号,法人,H28年11月01日からR03年10月31日まで,H18年10月31日,宝産業有限会社,陸　金環,099-222-3337,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,不動産管理業,,,本店,主,10/31/2006,"〒892-0847
鹿児島県鹿児島市西千石町８－１５福島ハイツ５０３",099-222-3337
150825,862,鹿児島県,(04)第005433号,ももなアーキテクタント,上堀内　ちあき,本店,鹿児島県奄美市名瀬塩浜町１５－９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005433,鹿児島県知事免許　(03)第005433号,個人,H28年11月01日からR03年10月31日まで,H18年10月31日,ももなアーキテクタント,上堀内　ちあき,0997-58-5088,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,10/31/2006,"〒894-0035
鹿児島県奄美市名瀬塩浜町１５－９",0997-58-5088
150826,863,鹿児島県,(04)第005435号,創和ハウス,入木田　宗一,本店,鹿児島県鹿児島市皇徳寺台１－１２－１５,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005435,鹿児島県知事免許　(03)第005435号,個人,H28年11月01日からR03年10月31日まで,H18年10月31日,創和ハウス,入木田　宗一,099-264-4560,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,10/31/2006,"〒891-0103
鹿児島県鹿児島市皇徳寺台１－１２－１５",099-264-4560
150827,864,鹿児島県,(04)第005436号,日本住宅管理センター,川畑　美咲,本店,鹿児島県鹿児島市東谷山３－２１－１７－２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005436,鹿児島県知事免許　(03)第005436号,個人,H28年11月01日からR03年10月31日まで,H18年10月31日,日本住宅管理センター,川畑　美咲,099-266-0391,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,10/31/2006,"〒891-0113
鹿児島県鹿児島市東谷山３－２１－１７－２",099-266-0391
150828,865,鹿児島県,(04)第005440号,株式会社アジアエステート,貴島　惣,本店,鹿児島県鹿児島市荒田２－６７－７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005440,鹿児島県知事免許　(03)第005440号,法人,H28年12月01日からR03年11月30日まで,H18年11月30日,株式会社アジアエステート,貴島　惣,099-813-0080,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産管理業,その他,,,本店,主,11/30/2006,"〒890-0054
鹿児島県鹿児島市荒田２－６７－７",099-813-0080
150829,866,鹿児島県,(04)第005441号,ケイ産業有限会社,迫田　了,本店,鹿児島県鹿児島市西敷３－１３－７,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005441,鹿児島県知事免許　(03)第005441号,法人,H28年12月01日からR03年11月30日まで,H18年11月30日,ケイ産業有限会社,迫田　了,099-220-7544,（公社）全国宅地建物取引業保証協会,"3,000千円",建設業,,,,本店,主,11/30/2006,"〒890-0002
鹿児島県鹿児島市西敷３－１３－７",099-220-7544
150830,867,鹿児島県,(04)第005442号,有限会社関地所,関　一也,本店,鹿児島県鹿児島市城西３－４－２９,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=46005442,鹿児島県知事免許　(03)第005442号,法人,H28年12月12日からR03年12月11日まで,H18年12月11日,有限会社関地所,関　一也,099-806-2111,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,サービス業,,,本店,主,12/11/2006,"〒890-0041
鹿児島県鹿児島市城西３－４－２９",099-806-2111
